From,To,AvgDelay,Distance
CLE,MCO,153,4996
MDW,ATL,57,1396
SLC,DCA,140,4916
CLT,MSY,93,1025
TPA,STL,90,4359
SEA,SJC,6,429
IND,PDX,25,4173
HNL,DCA,173,4993
PHX,SEA,123,4052
SEA,HNL,84,1707
BWI,DTW,122,2882
PDX,PHL,157,1633
SMF,RDU,150,4885
DTW,MSY,33,2064
SJC,PHX,107,1388
CLT,STL,171,1928
DTW,PDX,90,3827
JFK,AUS,33,3698
ATL,DEN,159,2593
CLT,BWI,81,2135
SFO,ORD,45,4444
PHL,SMF,154,2008
HNL,RDU,144,3366
OAK,CVG,140,2555
DCA,DTW,93,4425
CLT,MIA,98,1334
SFO,BOS,50,3215
PIT,ORD,79,793
MDW,BWI,17,960
CMH,FLL,179,2557
DFW,FLL,70,2156
BWI,ATL,143,3400
BWI,PHL,22,3369
STL,MSY,25,4888
PIT,IND,172,990
PDX,CLT,122,783
MSP,OAK,150,1776
CLE,CVG,152,4861
MIA,MCO,89,1803
STL,MKE,123,2912
CLT,RDU,109,162
IND,CLT,15,4071
MSP,RDU,15,4503
ORD,SLC,130,3754
BOS,MIA,38,1249
MCO,SFO,81,316
RDU,MKE,96,3423
BWI,SLC,91,4920
DFW,BWI,9,4162
MCO,SMF,149,3304
RDU,OAK,148,4079
CMH,JFK,152,849
CLT,PHL,151,2473
MIA,MSY,177,1579
AUS,MSP,163,3150
IAH,MIA,108,1604
SJC,TPA,155,3848
STL,SAN,112,928
MIA,PHX,120,3336
SFO,CLE,172,3311
SEA,ATL,55,1869
MSP,BWI,91,2166
DFW,CLE,99,1608
SAN,DFW,14,2658
ORD,CVG,104,200
DEN,SEA,115,2387
DFW,CLE,131,1062
CLE,LAS,47,1238
LAS,PHX,91,1734
SJC,RDU,164,1405
SJC,RDU,84,948
STL,HNL,13,1231
PHX,MDW,26,973
PDX,RDU,80,2882
MDW,DEN,122,4381
JFK,FLL,120,2347
CVG,IND,118,4002
SLC,MCO,82,2964
BOS,SMF,175,410
PHX,SEA,74,447
SMF,SJC,151,2649
SJC,CLE,101,3536
PDX,SEA,175,2175
MKE,ATL,118,2690
CMH,MDW,5,2928
CVG,ORD,96,4187
ATL,MCO,161,811
SLC,CVG,7,2645
JFK,MSY,28,2509
BOS,MKE,167,643
IAH,CLE,71,4650
STL,BWI,46,1408
ORD,SMF,86,2159
MSP,SEA,119,1190
SLC,SAN,72,2102
MKE,MSY,174,1574
JFK,STL,78,4767
MSP,LAX,12,3762
DEN,PHL,142,4239
MKE,CLE,52,4922
DCA,DTW,78,420
SMF,ORD,141,3925
ORD,PDX,147,4892
PDX,STL,157,329
TPA,STL,126,2574
DEN,DCA,168,1304
PDX,LAX,85,4099
SAN,PHL,150,2439
ATL,LAX,10,364
MSY,LAX,42,1365
PIT,SMF,18,3933
DEN,ATL,158,348
DFW,HNL,129,2074
DCA,SEA,35,925
CLE,CVG,26,3528
BWI,STL,60,1224
LAX,DFW,153,1039
IAH,MDW,55,296
PHL,JFK,178,1818
TPA,PHL,92,2248
PHL,PDX,134,1340
IND,MSP,63,2716
FLL,MIA,73,4760
ORD,SMF,163,1445
FLL,SFO,104,2741
SMF,SEA,54,3543
MDW,BWI,136,1030
DEN,MKE,128,2910
DCA,SFO,161,1650
ATL,DTW,178,999
PDX,MIA,59,1702
MSP,MSY,147,4041
PDX,SLC,70,3908
MSY,DCA,24,4800
RDU,OAK,108,4793
SEA,CLT,21,532
ATL,STL,31,3153
ORD,FLL,86,4460
BWI,OAK,128,615
LAS,PDX,41,2536
MKE,ATL,165,2195
SFO,DEN,68,4590
ORD,CLE,62,2499
STL,CLT,35,3731
SLC,DFW,110,2104
HNL,STL,72,4152
MSP,SEA,64,2575
PIT,STL,106,734
BOS,MDW,65,3732
SAN,OAK,138,1087
JFK,MSP,15,2318
LAS,MIA,90,4203
CLE,ATL,10,4957
BOS,AUS,126,4918
IND,DEN,53,4327
DTW,IND,110,838
LAX,SFO,83,4016
SJC,BOS,119,2254
PHX,LAX,110,4064
ORD,TPA,62,775
IAH,MDW,133,753
DFW,IND,108,1968
JFK,LAX,92,3019
OAK,LAS,14,272
CMH,AUS,144,523
MIA,BWI,7,1984
LAX,PHL,155,4508
DFW,RDU,163,981
BOS,ORD,39,1552
DTW,CLE,123,2011
BWI,PIT,136,2963
MCO,LAS,46,4004
STL,RDU,40,100
MDW,LAS,51,129
HNL,STL,170,2398
SMF,CVG,55,1039
STL,IND,169,122
AUS,MDW,66,2713
CMH,BWI,82,640
SFO,MSP,39,3629
DTW,SMF,96,1517
DCA,BWI,9,4405
BOS,CVG,21,1761
IAH,CLT,144,2219
MIA,PDX,61,3738
OAK,CVG,98,966
MDW,IND,69,1259
LAS,SEA,129,2984
SFO,PIT,137,3142
JFK,PIT,130,4993
DEN,MCO,20,4244
MKE,CMH,25,2247
HNL,IAH,139,497
STL,IAH,83,1136
SLC,CVG,133,3689
OAK,DFW,153,493
DEN,IND,19,868
PDX,OAK,116,4641
MIA,MKE,10,2002
FLL,PHX,18,803
ATL,BOS,128,884
OAK,SLC,158,158
PIT,SFO,67,2518
LAS,DCA,47,3547
LAS,ORD,19,1905
JFK,PDX,149,3369
DTW,CVG,35,1315
MDW,SMF,16,4001
LAS,STL,41,2475
CMH,BWI,36,733
DCA,PHL,112,4784
BOS,PHX,32,2675
MKE,DTW,120,502
TPA,SLC,158,4153
CVG,ATL,89,1454
SMF,TPA,131,4815
CMH,DCA,65,4406
MCO,ATL,12,1383
DFW,BWI,71,678
HNL,SLC,149,4174
RDU,ATL,21,4006
CMH,PHL,173,4152
PHL,SFO,130,2268
SJC,RDU,66,3818
PHX,LAS,135,186
DCA,SLC,119,4316
LAX,OAK,63,1497
LAX,AUS,7,4513
MDW,SLC,150,1463
AUS,IAH,99,2192
DFW,IND,136,1105
CLE,PHX,84,3142
LAS,LAX,70,2682
LAS,PHL,58,1394
CVG,ORD,19,2542
CVG,ORD,145,146
AUS,CVG,20,1609
IND,MDW,140,1239
CMH,ATL,177,4893
CLE,BWI,13,2310
AUS,SFO,105,4809
LAX,OAK,54,3346
MSY,DEN,179,899
TPA,LAS,150,3712
DCA,ATL,73,4891
SMF,CVG,93,2229
SAN,MIA,137,4908
ATL,FLL,72,922
BWI,TPA,64,347
CLE,RDU,176,1535
ATL,LAX,146,2868
SLC,RDU,157,2991
MDW,PHX,103,830
STL,BWI,78,4946
CLT,MSY,114,4088
ORD,STL,147,2870
PIT,DEN,91,2794
DEN,SFO,69,3594
BWI,OAK,123,309
LAS,MKE,167,981
MCO,SAN,67,684
PHL,MSP,5,2725
IND,SEA,34,4633
STL,CLT,76,4749
CVG,PHX,139,1615
SAN,OAK,109,4639
BOS,DFW,78,4868
PIT,CVG,108,1274
PDX,SAN,162,1042
FLL,BWI,160,3427
LAX,MIA,155,4413
SJC,ATL,109,4322
SEA,MSY,119,2819
BWI,CLT,23,1840
MSY,MSP,15,3908
AUS,PHX,171,120
SFO,CVG,124,3118
RDU,CVG,168,4647
TPA,CMH,155,3756
ORD,SMF,149,1819
HNL,SJC,127,272
PIT,CVG,26,461
MSY,BWI,71,3437
PDX,PIT,157,941
SFO,AUS,155,4072
CVG,RDU,114,4849
HNL,BWI,21,3008
SAN,TPA,81,596
PHL,MSY,13,1928
CMH,MCO,82,4962
CLE,IND,27,1813
MCO,TPA,157,1948
SAN,BWI,65,373
HNL,MSP,68,3834
PDX,HNL,70,1717
DCA,IAH,74,3534
MSY,MCO,140,116
HNL,SLC,111,4896
SJC,JFK,34,3040
SAN,MIA,174,1803
CVG,HNL,49,1193
LAS,STL,33,1331
SFO,LAS,157,4220
CMH,SFO,164,1025
JFK,SLC,147,3361
DCA,SFO,30,2328
MSY,IAH,42,4980
DCA,SLC,70,3578
DTW,DCA,169,1318
BWI,CLT,112,2215
LAS,MSY,61,1754
MCO,OAK,11,2708
MKE,SEA,80,179
MSY,ORD,53,1169
AUS,MCO,90,4568
PIT,DFW,162,171
CLE,SFO,61,433
CMH,SMF,97,3377
LAX,SJC,111,3094
SEA,PDX,90,2011
CVG,ORD,27,4315
PHX,PIT,171,1905
PHL,ATL,105,1176
CLE,DFW,136,1028
STL,IND,112,3254
SJC,LAX,6,4891
PDX,SLC,10,1822
LAX,BOS,164,1130
SAN,AUS,26,2041
BWI,OAK,126,2271
BOS,DEN,177,2994
JFK,SLC,41,4424
BWI,DTW,164,3733
MSY,PDX,25,1452
SLC,SFO,9,2408
SAN,MCO,31,1675
CLT,MKE,12,2979
PDX,JFK,108,213
MDW,IND,60,2366
PIT,IND,26,2126
PIT,MSY,180,984
MSP,MCO,93,1327
PHL,ATL,52,3092
MDW,HNL,81,3685
PDX,MKE,21,2360
BWI,RDU,117,1948
AUS,DTW,111,346
OAK,CMH,71,2064
IND,OAK,37,2438
IAH,PIT,163,2364
PIT,ATL,166,1446
ATL,STL,178,295
PHL,DEN,8,697
PIT,HNL,140,2784
TPA,ORD,87,3672
BWI,ORD,11,4592
CLE,CLT,114,1990
AUS,PHL,155,3609
SJC,JFK,172,4994
SFO,MKE,49,4191
DEN,AUS,23,2634
IAH,SEA,161,2019
HNL,RDU,42,2822
DFW,IND,19,4309
PHL,MCO,78,3001
FLL,SJC,130,3546
PDX,FLL,22,2481
SJC,LAX,155,354
CMH,CVG,142,2141
MCO,PHL,111,4570
BOS,JFK,110,4115
FLL,LAS,141,4642
SEA,TPA,6,3905
DTW,MCO,112,785
ORD,JFK,96,3446
IND,BWI,92,3789
DCA,MIA,47,2488
DEN,SJC,100,2681
FLL,AUS,76,2194
LAS,SMF,33,4435
AUS,SLC,111,2371
SEA,PHL,89,4613
MSP,CLE,153,4006
DEN,LAX,10,1909
IND,PHL,104,2996
ORD,PHL,79,752
PIT,MCO,38,2948
DTW,OAK,51,2730
JFK,SEA,14,4515
AUS,SEA,87,3837
PHL,LAX,53,445
FLL,SFO,21,4943
MKE,TPA,38,292
DEN,JFK,60,1599
SAN,BWI,43,2985
MIA,CLT,5,3879
FLL,BOS,64,4295
CVG,PHL,178,358
DTW,PIT,161,2368
MDW,IAH,87,1671
PDX,BOS,48,3917
CLE,CVG,145,4167
OAK,BWI,19,170
MCO,MSY,75,2536
CLT,PHX,54,4496
SJC,OAK,171,4823
CMH,MSY,106,416
IND,MCO,79,1666
DCA,PIT,20,1243
DEN,AUS,84,4934
FLL,MIA,171,2258
MDW,MKE,22,613
PHX,DFW,82,1259
SFO,SEA,148,3580
SFO,PHL,158,4143
DEN,PHL,23,3197
STL,SEA,169,3941
MIA,DCA,71,230
PIT,MKE,91,658
CMH,MSP,67,4640
SJC,IAH,144,2573
SEA,SFO,168,2857
SLC,MCO,142,2426
DCA,SMF,62,2128
OAK,RDU,157,1932
MSP,MSY,114,4964
SAN,STL,89,2088
BOS,PHX,82,591
CVG,MSP,151,4120
RDU,CMH,86,3156
MKE,PIT,15,2001
ATL,CLT,19,1639
CVG,MKE,168,999
BWI,HNL,129,3189
STL,FLL,173,820
SFO,DCA,92,2549
AUS,CVG,137,2783
CMH,MKE,53,1598
MSY,JFK,102,3556
IAH,HNL,134,1873
PDX,DCA,143,3808
SAN,PHL,32,3992
BOS,SJC,14,3177
MDW,OAK,149,2909
MCO,LAS,76,271
OAK,FLL,76,4766
DFW,MDW,33,3289
DCA,DFW,106,543
LAS,DFW,163,585
IAH,BOS,157,2552
DCA,BWI,149,1647
LAX,PHX,19,4252
DFW,MKE,81,1806
ATL,AUS,52,2509
LAS,STL,14,173
TPA,CVG,161,4171
SEA,SFO,81,2861
OAK,ORD,166,4624
CMH,OAK,63,739
CLE,HNL,51,3630
LAX,IAH,61,863
DCA,OAK,54,1303
CMH,DTW,7,448
AUS,MCO,46,2260
JFK,RDU,9,1693
BOS,AUS,91,3530
MDW,DTW,102,1465
PDX,DTW,57,2476
MIA,SAN,105,1729
SJC,LAS,80,2211
MCO,AUS,76,859
IND,MSP,37,4760
SFO,PDX,177,560
SJC,MSP,138,767
TPA,IND,57,4015
LAS,SJC,137,4981
HNL,DCA,27,4832
BWI,HNL,114,4339
SEA,PDX,83,1584
BWI,PHL,22,2804
PDX,JFK,52,4458
JFK,PHL,79,4984
SMF,MSY,94,4988
CMH,PHX,108,767
MSY,CVG,58,3701
MSP,LAS,159,4401
STL,MSY,68,2831
RDU,PDX,78,1040
AUS,HNL,132,870
JFK,HNL,20,4349
DFW,CVG,82,1876
SEA,PHL,31,994
MSP,STL,127,4970
LAS,JFK,63,178
OAK,HNL,100,3746
SEA,HNL,162,515
AUS,STL,123,3634
BWI,CLE,143,1606
CLE,MCO,125,100
DFW,LAX,24,2708
FLL,AUS,39,2497
HNL,CLT,32,2532
JFK,MSP,27,2034
HNL,SFO,47,2625
MCO,DTW,75,1938
SMF,MSP,21,4095
JFK,DFW,7,2351
HNL,LAX,100,1738
MSY,RDU,171,4003
CMH,CVG,14,4685
OAK,IND,165,3545
MDW,DEN,178,2278
LAS,MSY,84,4139
MIA,SEA,90,620
HNL,MDW,141,4761
BWI,CVG,69,3381
SLC,MKE,32,518
LAS,SLC,71,3189
BOS,CLT,24,2302
IND,OAK,103,1396
PIT,OAK,159,1422
CMH,CVG,147,1947
PIT,MIA,176,1054
DFW,SLC,176,2197
MSP,SAN,25,3708
MSY,DTW,143,4319
DTW,CVG,7,3752
CLE,MIA,77,3400
LAX,OAK,75,1490
RDU,SJC,167,1180
MCO,PIT,93,3199
TPA,RDU,68,2623
AUS,BOS,48,3221
IND,SJC,121,4916
PDX,MSY,170,1756
PIT,MDW,104,1167
BOS,OAK,123,1383
CVG,CLE,17,1768
CLE,RDU,48,2676
SMF,LAS,180,769
HNL,SLC,151,4895
MCO,HNL,47,4940
SFO,BOS,138,3485
TPA,BOS,137,2888
CLE,SAN,8,451
ATL,IAH,22,3313
DTW,PHX,143,3349
SLC,DTW,47,689
CLE,ORD,74,4070
PDX,ORD,125,1222
MSY,RDU,108,4736
RDU,MDW,142,374
MSP,JFK,130,473
SLC,LAX,163,1727
CLT,TPA,105,1298
FLL,JFK,132,149
ATL,CLE,172,4679
DTW,SAN,78,4837
OAK,TPA,163,1307
MKE,STL,146,1437
MCO,LAS,15,4189
SAN,ORD,36,1089
HNL,RDU,125,4417
MKE,BOS,116,4398
FLL,CLT,171,904
MDW,JFK,173,827
MSY,PIT,13,1079
OAK,MCO,66,2631
SFO,ORD,12,4960
TPA,MIA,177,1463
SMF,RDU,155,4149
LAX,TPA,136,3221
IND,SMF,89,1554
DEN,SAN,19,3656
MSY,LAX,76,934
MSY,BOS,66,2933
CLT,HNL,137,3877
AUS,MCO,166,3479
CLT,DCA,92,447
SEA,SLC,166,152
PDX,CLE,74,761
ORD,SFO,38,4261
ATL,SAN,145,104
PIT,OAK,45,524
HNL,TPA,127,1232
DFW,PHX,65,1430
SJC,PDX,15,1218
DEN,PDX,105,2277
ATL,SMF,18,4422
CLT,SFO,84,570
FLL,LAX,104,4355
MSP,FLL,110,2300
CLT,MKE,103,1793
SFO,DCA,30,2681
MCO,BWI,90,1730
MIA,DCA,138,182
CMH,PHL,161,3303
DEN,DTW,152,4492
IAH,RDU,132,385
IAH,CLE,23,2359
LAS,JFK,5,4722
PIT,JFK,63,189
MCO,LAX,70,924
SJC,SEA,142,699
AUS,OAK,57,2274
SFO,PHX,160,917
MCO,DEN,77,2243
IAH,FLL,101,4564
IND,CLE,5,2877
CLE,SAN,180,4162
DFW,CVG,113,3872
FLL,TPA,136,2364
MDW,BWI,80,4064
JFK,PIT,96,2103
CVG,DTW,104,4013
SAN,CLE,16,1079
PHX,SAN,24,4491
MSY,PHL,147,1896
BWI,SEA,10,2480
MIA,RDU,37,496
SEA,SFO,103,3355
DFW,BOS,71,4779
DTW,AUS,5,2385
PDX,CMH,95,2009
CLE,CVG,90,4445
CMH,IND,49,2099
SMF,HNL,176,2222
RDU,PDX,161,498
STL,SMF,139,4784
LAS,DTW,41,4819
CMH,BWI,158,4837
RDU,SLC,121,350
MDW,SJC,116,3927
STL,SFO,109,647
CMH,CLE,76,3524
OAK,MIA,117,3560
SLC,JFK,107,4743
DEN,PDX,17,4734
SAN,BOS,77,1900
CLE,LAS,149,4954
MDW,PIT,48,3221
PDX,SJC,49,3843
FLL,MSP,56,4114
PHX,PHL,146,4481
PIT,MCO,24,3394
CLT,DEN,41,3659
LAS,MKE,141,4736
DTW,SEA,66,3665
STL,CVG,142,4827
OAK,CMH,175,1459
TPA,OAK,179,4790
SJC,MKE,88,4385
OAK,MCO,46,2712
SEA,ORD,116,1552
SAN,MKE,62,3525
MIA,ORD,43,760
AUS,MSY,161,2898
SLC,JFK,111,1074
SMF,ORD,101,4811
DTW,JFK,46,3393
BWI,SLC,170,2914
MDW,CMH,11,626
DTW,FLL,169,1361
BWI,MCO,74,4731
BWI,CMH,143,1048
DCA,IAH,46,788
MDW,LAX,176,4357
LAS,CLT,93,3373
PHX,PIT,116,2197
CVG,MCO,153,2863
PHL,DTW,32,165
SLC,DTW,60,4387
CLT,ORD,150,4446
IND,PDX,94,1427
SMF,SFO,92,620
IND,MDW,93,3911
TPA,IND,102,416
DFW,DTW,174,340
CVG,DTW,26,1009
SLC,MCO,102,565
HNL,IAH,28,1387
MSY,DEN,29,4627
MCO,SEA,110,4338
BOS,JFK,143,1507
ATL,CMH,110,1513
DTW,LAS,71,4995
PHX,SEA,132,1052
DEN,LAX,7,3698
DFW,MCO,23,2188
IAH,MIA,115,3771
RDU,MIA,91,1210
MKE,SEA,24,876
FLL,PDX,137,229
SEA,CVG,159,970
LAS,OAK,48,2105
MKE,ORD,139,4825
ORD,CMH,72,1608
DTW,PIT,99,1078
CLE,BWI,90,4621
FLL,STL,138,2546
SMF,DCA,155,596
CMH,LAS,40,4263
CLT,ORD,98,3174
CVG,PDX,36,4116
DCA,BWI,62,4000
PDX,AUS,65,1543
IND,BWI,8,4273
IND,PIT,168,5000
DFW,SMF,180,4436
BWI,IND,65,2308
PHX,BWI,147,3737
MSY,MCO,72,3065
CLE,DTW,9,4848
LAS,ORD,167,2888
BWI,PHX,114,2461
IAH,PHL,21,4802
DTW,FLL,68,3289
FLL,PHL,154,4294
CVG,SAN,12,4762
PHL,LAS,177,4845
SJC,CLE,141,1584
CVG,CLE,82,364
OAK,PIT,151,1132
PHL,BWI,90,4609
SFO,CLE,94,2466
FLL,DCA,88,707
JFK,DEN,86,3084
SLC,IAH,88,4883
HNL,RDU,174,1571
FLL,SMF,25,1195
HNL,CMH,178,536
CLE,DEN,77,2117
JFK,SJC,178,4433
PHX,PIT,166,4501
BOS,SLC,93,3767
FLL,DTW,157,1672
RDU,BWI,82,2884
SJC,CLE,118,2928
TPA,SLC,130,2377
DFW,ATL,70,1402
BOS,MKE,18,3354
PDX,AUS,50,1123
HNL,CMH,119,856
SLC,SMF,84,3062
MSY,MCO,143,3474
MIA,JFK,166,3719
OAK,STL,79,2353
MKE,IAH,157,1146
OAK,PHL,55,1647
ORD,STL,45,3515
SEA,OAK,125,3996
MCO,CMH,141,4257
BOS,MKE,166,4231
ATL,BOS,145,4933
MSY,FLL,173,4039
MDW,TPA,43,3599
MIA,STL,140,3788
DFW,CMH,86,410
MSY,SJC,44,1738
PHX,DFW,175,699
MCO,SJC,108,442
DCA,TPA,25,4183
MSP,PHL,92,3940
PHL,STL,164,2890
MSY,PHX,141,2892
IAH,CMH,103,1912
FLL,CMH,149,3668
TPA,HNL,91,3405
CLT,ORD,70,3570
CMH,RDU,129,3529
SFO,DEN,129,3245
PDX,SMF,105,351
PHL,DEN,127,4055
CMH,BWI,172,3159
PIT,MDW,173,3884
CLE,PHX,139,1042
MSP,PHX,48,1840
PIT,LAX,80,1546
MKE,CMH,13,4251
MSP,CLT,105,4197
JFK,MKE,114,4250
IAH,MSP,101,2116
SFO,MSY,168,4482
LAX,SJC,116,2699
SFO,SEA,174,3150
SFO,FLL,155,3673
MSY,TPA,8,2308
SFO,AUS,143,4966
TPA,RDU,12,3872
SLC,SFO,139,1750
MDW,SEA,175,1131
TPA,DTW,83,4120
IAH,DCA,9,2318
OAK,IAH,65,2583
ATL,SFO,13,523
IAH,DFW,169,1748
PDX,SMF,71,636
STL,IND,97,4566
LAX,HNL,180,1699
SLC,DTW,116,1537
LAX,CMH,87,1588
DFW,IAH,120,2500
AUS,IND,46,4905
BWI,CMH,11,3108
MDW,CVG,14,3731
DTW,FLL,109,1230
AUS,DFW,157,4529
HNL,TPA,95,4037
SJC,STL,151,4288
CLT,ATL,55,695
DEN,LAX,144,884
SFO,DTW,20,2333
MCO,DFW,97,2132
HNL,MDW,112,2525
JFK,IAH,15,2999
IAH,DEN,48,2384
SAN,CLT,150,2444
CLT,ORD,130,105
MKE,DFW,44,1165
SMF,AUS,74,665
PHX,DTW,102,380
PHX,TPA,60,1558
BOS,PDX,51,3919
MKE,PHX,38,1999
SJC,SLC,110,2360
SJC,BWI,28,2172
DCA,TPA,7,3864
PHX,MSP,99,3579
CMH,CLE,118,412
TPA,CLT,139,3199
LAS,CLE,155,1956
MSY,ATL,65,2465
ATL,BOS,156,4564
DCA,ORD,59,381
STL,SLC,48,4629
BOS,SFO,27,4321
SEA,PHX,21,3413
SFO,SEA,11,1567
AUS,PHL,34,4921
BWI,FLL,100,4702
FLL,MSY,42,1918
PIT,SMF,94,1156
FLL,BWI,49,4394
DFW,STL,161,1095
JFK,TPA,16,530
IAH,CMH,32,373
SEA,CLE,142,4271
TPA,RDU,112,2890
SMF,JFK,134,216
SAN,MSY,102,2421
MSP,DCA,133,2181
BWI,BOS,109,1090
SAN,AUS,167,3207
IAH,DFW,109,4717
STL,CLE,35,4940
PIT,OAK,7,1667
BOS,ATL,87,2864
JFK,MCO,178,2225
FLL,MSY,96,2066
TPA,CVG,53,2282
CMH,MDW,15,4906
BOS,DTW,57,2524
DFW,PIT,177,4405
MCO,PDX,158,256
DFW,DEN,16,1928
SAN,PDX,33,4516
SEA,BOS,97,517
DCA,BWI,110,1018
OAK,SMF,31,2795
DFW,TPA,116,843
STL,MDW,58,3961
SFO,CLT,17,1610
ORD,IAH,175,811
DEN,CLT,124,3466
IAH,CLE,5,1798
RDU,SJC,21,469
PHX,IAH,74,2426
LAX,MDW,136,751
CLE,MSY,14,2531
CLE,OAK,136,4510
OAK,SJC,80,1284
MSY,CLT,175,961
BWI,IND,31,3346
ATL,BWI,146,4215
LAX,CVG,124,1123
DEN,SAN,96,1084
HNL,BWI,73,1322
AUS,BOS,66,1685
PHL,LAX,125,2205
FLL,MSP,167,908
SMF,ATL,59,1589
SFO,DFW,118,2791
HNL,PDX,61,4527
TPA,SLC,25,2689
AUS,TPA,101,4038
RDU,MIA,51,2620
SEA,JFK,64,1000
AUS,SAN,49,2843
LAX,SFO,8,1614
MDW,HNL,66,2672
MDW,OAK,66,1605
SJC,RDU,84,4552
RDU,JFK,118,4639
TPA,MKE,95,3466
BOS,SLC,173,2928
BOS,STL,158,951
CMH,MDW,147,456
MDW,MSP,162,2257
IAH,BWI,40,4671
MCO,MSY,54,4764
FLL,AUS,99,3668
IAH,MIA,19,3750
HNL,PHX,162,2273
AUS,SLC,8,1617
SEA,CLT,69,1865
HNL,SAN,85,1529
RDU,MIA,130,3789
IND,STL,19,3617
DTW,BOS,140,4305
MCO,LAX,54,1506
FLL,MSY,141,3163
ATL,FLL,77,1176
RDU,MIA,153,4663
MIA,RDU,150,2158
CVG,CLT,57,3655
IAH,SMF,178,2678
SAN,DTW,93,1276
CMH,PIT,117,1610
DTW,BWI,127,3871
DTW,MKE,132,957
CVG,SAN,125,303
PHX,JFK,121,273
CMH,DFW,112,1664
PDX,MKE,45,1711
DCA,MIA,153,4842
SFO,MIA,146,1036
SLC,DEN,76,769
SFO,SMF,49,2456
SJC,ATL,87,973
SJC,SEA,110,1468
OAK,JFK,138,2682
CMH,JFK,167,609
SJC,CMH,92,2765
OAK,CMH,175,613
OAK,JFK,85,4126
CMH,LAS,24,3098
PDX,PIT,84,2753
IND,ATL,51,389
MKE,SMF,79,3509
SFO,LAS,78,2202
MKE,MSY,76,4785
CMH,MSY,93,2883
LAX,MKE,106,107
DTW,MCO,135,3501
IND,ORD,22,4965
CLE,LAS,156,2673
CLT,SAN,91,3483
SAN,ORD,34,1644
MSY,MSP,83,3379
CVG,CLE,172,1963
SAN,LAS,111,757
CLE,TPA,150,1709
SJC,ATL,11,3775
AUS,IAH,118,2740
SFO,MIA,67,2596
DCA,PHX,150,3139
CMH,TPA,80,1553
BOS,FLL,165,778
TPA,MCO,35,2105
MSY,DFW,70,1286
MKE,CLT,29,583
SJC,JFK,25,3736
TPA,JFK,34,2565
OAK,SJC,134,4903
BOS,AUS,103,4027
PIT,PHL,154,112
CMH,PDX,59,2087
PHX,LAS,142,3705
AUS,IAH,24,4392
MSP,MDW,44,3713
MDW,DEN,127,3630
DFW,AUS,135,1251
MCO,CLE,151,2541
LAX,MDW,28,3422
RDU,AUS,19,3942
OAK,IND,15,939
MSY,SMF,139,1233
DEN,FLL,161,2127
ATL,SMF,173,4327
CVG,ORD,92,2363
AUS,ORD,117,2695
SMF,PHL,171,1407
MIA,SLC,158,1928
MKE,LAS,37,2075
CMH,DTW,154,4747
CLT,SLC,177,1684
SJC,BOS,110,3229
CVG,MSY,173,3523
DTW,SFO,172,817
SEA,DCA,19,2781
ORD,SLC,67,3604
BOS,STL,77,1867
BWI,ORD,100,1735
CMH,ORD,8,664
MIA,MDW,63,1338
BWI,FLL,94,641
MSY,SLC,154,2237
SAN,SJC,27,2358
SEA,LAS,157,1260
MSP,SFO,60,1806
FLL,SLC,132,3527
HNL,MSY,54,4635
MKE,SMF,21,2504
CMH,PDX,28,629
PIT,MSY,24,3151
MSY,MDW,44,1962
ATL,DEN,152,2555
DTW,SAN,176,4018
SFO,MCO,35,1906
CMH,LAX,118,1573
SFO,ATL,108,3724
FLL,PDX,76,2146
PHL,MKE,22,3577
PIT,DEN,144,4947
SAN,BWI,90,902
JFK,RDU,140,374
PHL,RDU,75,1492
BWI,MSY,125,1013
SFO,MKE,151,3443
SEA,MCO,80,578
BOS,AUS,139,719
LAS,STL,118,3631
CLE,IND,107,280
MKE,RDU,89,2789
FLL,MSP,29,4476
CLE,MSP,18,3458
CLT,AUS,99,1812
PIT,MIA,33,2943
SEA,JFK,26,3832
PDX,RDU,34,3269
PDX,FLL,159,4955
OAK,LAX,174,2827
ORD,MSP,17,3865
LAX,AUS,152,2503
MDW,SAN,99,4482
SAN,MIA,120,112
SMF,AUS,5,4574
IND,CVG,111,3451
SFO,SLC,48,1064
STL,MSP,150,2496
IAH,SLC,50,2534
SLC,BOS,121,1189
DCA,SFO,49,3368
STL,ORD,165,4641
LAX,SJC,75,3167
ATL,MKE,165,1305
IND,OAK,113,4702
MDW,DEN,72,100
PIT,MSY,69,2826
IND,SJC,27,3848
PIT,MCO,42,4598
TPA,IAH,17,4007
DTW,RDU,56,1994
DFW,MCO,56,2260
AUS,LAS,135,1658
CVG,ORD,7,3498
ORD,TPA,70,868
STL,PHL,26,3357
HNL,LAS,99,2634
MSP,RDU,74,3381
DCA,ORD,73,3630
OAK,SMF,107,2515
MCO,SAN,174,3529
IND,MDW,38,3008
LAS,CLT,136,1308
IND,PHX,33,1245
BOS,DFW,39,1419
SAN,HNL,62,3736
DFW,IND,120,2387
DTW,CVG,177,3445
SJC,MCO,76,1874
DCA,TPA,125,1516
CVG,PHL,78,4068
RDU,ATL,169,2294
OAK,BWI,120,3861
ORD,IAH,177,3404
MCO,MSP,151,4784
MIA,DEN,179,2164
BOS,MCO,24,2662
PIT,PHX,176,2916
PIT,CMH,109,826
OAK,PIT,83,2141
MSP,MCO,53,2049
SJC,IAH,154,2079
ORD,HNL,133,635
SAN,IAH,41,4278
FLL,PHL,158,768
STL,BWI,149,4773
PHL,CLT,105,4942
